channel_id,id,title,url,date_added
UC_ML5xP23TOWKUcc-oAE_Eg,65,"Prime Video Swaps Microservices for Monolith: 90% Cost Reduction",https://www.youtube.com/watch?v=dV3wAe8HV7Q,"2023-05-06 07:36:29"
UCe_TcJarfs-HKy3NySy8Kng,66,"Программирование: монолиты vs микросервисы",https://www.youtube.com/watch?v=6opSSjokwm4,"2023-05-06 09:52:17"
UCsK8yUWD3De79E5VyBXsjKw,67,"[Fan Comp] The Best of AvioidingThePuddle 2023 Part 1: Some say CUH Edition",https://www.youtube.com/watch?v=_dvfhB_896w,"2023-05-06 11:22:49"
UCerQaVkZZmSAcMMPPz5tDZQ,68,"Почему русские нелюбят украинцев и чего они боятся больше всего. Гари Юрий Табах",https://www.youtube.com/watch?v=pYfYBiY4XB8,"2023-05-06 15:09:11"
UC7IcJI8PUf5Z3zKxnZvTBog,69,"What Your Parents Made You Do for Love…",https://www.youtube.com/watch?v=bELfHs1kaQA,"2023-05-06 15:54:28"
UChU3lfZCyVKtVH2i10T31nw,70,"Что Убивает Счастье? | Маргулан Сейсембаев",https://www.youtube.com/watch?v=AXg786dK_3I,"2023-05-06 16:54:51"
UCUyeluBRhGPCW4rPe_UvBZQ,71,"Ditch Your Favorite Programming Paradigm | Prime Reacts",https://www.youtube.com/watch?v=ZqD_sUWmmzQ,"2023-05-06 17:09:57"
UChLpUGaZO35ICTltBP50VSg,72,"Забытая история разгрома коммунистов в Южном Вьетнаме.",https://www.youtube.com/watch?v=dDzaJeDTXWY,"2023-05-06 17:25:03"
UC_mYaQAE6-71rjSN6CeCA-g,73,"My Brain after 569 Leetcode Problems",https://www.youtube.com/watch?v=8wysIxzqgPI,"2023-05-06 19:10:43"
UCUyeluBRhGPCW4rPe_UvBZQ,74,"🚨 LIVE 🚨 JavaScript Memory / Perf",https://www.youtube.com/watch?v=n4jKrcKObh8,"2023-05-06 19:56:01"
UCsBjURrPoezykLs9EqgamOA,75,"Serverless was a big mistake... says Amazon",https://www.youtube.com/watch?v=qQk94CjRvIs,"2023-05-06 23:12:15"
